letter	djvu_line	raw	cleaned	doubtful	prev_word	next_word	line_is_cipher
P5_P6	22921	35.	35.	no	3.	28.	yes
P5_P6	22921	28.	28.	no	35.	6.	yes
P5_P6	22921	6.	6.	no	28.	41.	yes
P5_P6	22921	41.	41.	no	6.	10.	yes
P5_P6	22921	10.	10.	no	41.	36.	yes
P5_P6	22921	36.	36.	no	10.		yes
P5_P6	22923	7.	7.	no	Sume	34.	no
P5_P6	22923	34.	34.	no	7.	36.	no
P5_P6	22923	36.	36.	no	34.	23.	no
P5_P6	22923	23.	23.	no	36.	12.	no
P5_P6	22923	12.	12.	no	23.	29.'	no
P5_P6	22923	40.	40.	no	II.	sy.	no
P5_P6	22923	30.	30.	no	sy.	SB-	no
P5_P6	22923	2.	2.	no	6-	25.	no
P5_P6	22923	25.	25.	no	2.	yet	no
P5_P6	22923	25.	25.	no	by	32.	no
P5_P6	22923	32.	32.	no	25.	25.	no
P5_P6	22923	25.	25.	no	32.	3^.	no
P5_P6	22925	39.	39.	no		12.	yes
P5_P6	22925	12.	12.	no	39.	37.	yes
P5_P6	22925	37.	37.	no	12.	36.	yes
P5_P6	22925	36.	36.	no	37.	40.	yes
P5_P6	22925	40.	40.	no	36.	42.	yes
P5_P6	22925	42.	42.	no	40.	s^-	yes
P5_P6	22925	25.	25.	no	iB.	12.	yes
P5_P6	22925	12.	12.	no	25.	36.	yes
P5_P6	22925	36.	36.	no	12.	25.	yes
P5_P6	22925	25.	25.	no	36.	17.	yes
P5_P6	22925	17.	17.	no	25.	34.	yes
P5_P6	22925	34.	34.	no	17.	37.	yes
P5_P6	22925	37.	37.	no	34.	12.	yes
P5_P6	22925	12.	12.	no	37.	29.	yes
P5_P6	22925	29.	29.	no	12.	it	yes
P5_P6	22925	17.	17.	no	will	25.	yes
P5_P6	22925	25.	25.	no	17.	37,	yes
P5_P6	22925	37,	37,	no	25.	35.	yes
P5_P6	22925	35.	35.	no	37,		yes
P5_P6	22926	30.	30.	no		6.	yes
P5_P6	22926	6.	6.	no	30.	41.	yes
P5_P6	22926	41.	41.	no	6.	3.	yes
P5_P6	22926	3.	3.	no	41.	31.	yes
P5_P6	22926	31.	31.	no	3.	18.	yes
P5_P6	22926	18.	18.	no	31.	37.	yes
P5_P6	22926	37.	37.	no	18.	12.	yes
P5_P6	22926	12.	12.	no	37.	19.	yes
P5_P6	22926	19.	19.	no	12.	5.	yes
P5_P6	22926	5.	5.	no	19.	25.	yes
P5_P6	22926	25.	25.	no	5.	40.	yes
P5_P6	22926	40.	40.	no	25.	33.	yes
P5_P6	22926	33.	33.	no	40.	35.	yes
P5_P6	22926	35.	35.	no	33.	19.	yes
P5_P6	22926	19.	19.	no	35.	22.	yes
P5_P6	22926	22.	22.	no	19.	30.	yes
P5_P6	22926	30.	30.	no	22.	28.	yes
P5_P6	22926	28.	28.	no	30.	42.	yes
P5_P6	22926	42.	42.	no	28.	12.	yes
P5_P6	22926	12.	12.	no	42.	there	yes
P5_P6	22927	30.	30.	no	make	39.	no
P5_P6	22927	39.	39.	no	30.	47.	no
P5_P6	22927	47.	47.	no	39.	40.	no
P5_P6	22927	40.	40.	no	47.	10.	no
P5_P6	22927	10.	10.	no	40.	37.	no
P5_P6	22927	37.	37.	no	10.	12.	no
P5_P6	22927	12.	12.	no	37.	36.	no
P5_P6	22927	36.	36.	no	12.	c^S.	no
P5_P6	22927	25,	25,	no	c^S.	19.	no
P5_P6	22927	19.	19.	no	25,		no
P5_P6	22928	3.	3.	no		40.	no
P5_P6	22928	40.	40.	no	3.	34.	no
P5_P6	22928	34.	34.	no	40.	25.	no
P5_P6	22928	25.	25.	no	34.	37.	no
P5_P6	22928	37.	37.	no	25.	6y.	no
P5_P6	22928	3.	3.	no	before		no
P5_P6	22930	40.	40.	no		41.	yes
P5_P6	22930	41.	41.	no	40.	16.	yes
P5_P6	22930	16.	16.	no	41.	40.	yes
P5_P6	22930	40.	40.	no	16.	42.	yes
P5_P6	22930	42.	42.	no	40.	18.	yes
P5_P6	22930	18.	18.	no	42.	12.	yes
P5_P6	22930	12.	12.	no	18.	25.	yes
P5_P6	22930	25.	25.	no	12.	29.	yes
P5_P6	22930	29.	29.	no	25.	6.	yes
P5_P6	22930	6.	6.	no	29.	36.	yes
P5_P6	22930	36.	36.	no	6.	30.	yes
P5_P6	22930	30.	30.	no	36.	37.	yes
P5_P6	22930	37.	37.	no	30.	2.	yes
P5_P6	22930	2.	2.	no	37.	12.	yes
P5_P6	22930	12.	12.	no	2.	16.	yes
P5_P6	22930	16.	16.	no	12.	then	yes
P5_P6	22930	19.	19.	no	fuch	28.	yes
P5_P6	22930	28.	28.	no	19.	40.	yes
P5_P6	22930	40.	40.	no	28.	34.	yes
P5_P6	22930	34.	34.	no	40.	'^y.	yes
P5_P6	22932	41.	41.	no		31.	no
P5_P6	22932	31.	31.	no	41.	Party	no
P5_P6	22932	18.	18.	no	ufefull	34.	no
P5_P6	22932	34.	34.	no	18.	35.	no
P5_P6	22932	35.	35.	no	34.	i8.	no
P5_P6	22932	i8.	18.	no	35.	25.	no
P5_P6	22932	25.	25.	no	i8.	26.	no
P5_P6	22932	26.	26.	no	25.	40.	no
P5_P6	22932	40.	40.	no	26.	^ly.	no
P5_P6	22932	12.	12.	no	^ly.	Overton	no
P5_P6	22932	35.	35.	no	Overton	7.	no
P5_P6	22932	7.	7.	no	35.	30.	no
P5_P6	22932	30.	30.	no	7.	35.	no
P5_P6	22932	35.	35.	no	30.		no
P5_P6	22933	17.	17.	no	that	6.	no
P5_P6	22933	6.	6.	no	17.	35.	no
P5_P6	22933	35.	35.	no	6.	31.	no
P5_P6	22933	31.	31.	no	35.	parliament	no
P5_P6	22935	6.	6.	no	\6.	36.	no
P5_P6	22935	36.	36.	no	6.	40.	no
P5_P6	22935	40.	40.	no	36.	37.	no
P5_P6	22935	37.	37.	no	40.	29.	no
P5_P6	22935	29.	29.	no	37.	25.	no
P5_P6	22935	25.	25.	no	29.	37.	no
P5_P6	22935	37.	37.	no	25.	35.	no
P5_P6	22935	35.	35.	no	37.	7.	no
P5_P6	22935	7.	7.	no	35.	12.	no
P5_P6	22935	12.	12.	no	7.	37.	no
P5_P6	22935	37.	37.	no	12.	25.	no
P5_P6	22935	25.	25.	no	37.	army	no
P5_P6	22938	16.	16.	no	not	25.	yes
P5_P6	22938	25.	25.	no	16.	12.	yes
P5_P6	22938	12.	12.	no	25.	39,	yes
P5_P6	22938	39,	39,	no	12.	3.	yes
P5_P6	22938	3.	3.	no	39,	31.	yes
P5_P6	22938	31.	31.	no	3.	25.	yes
P5_P6	22938	25.	25.	no	31.	41.	yes
P5_P6	22938	41.	41.	no	25.	10.	yes
P5_P6	22938	10.	10.	no	41.	30.	yes
P5_P6	22938	30.	30.	no	10.	22.	yes
P5_P6	22938	22.	22.	no	30.	12.	yes
P5_P6	22938	12.	12.	no	22.	29.	yes
P5_P6	22938	29.	29.	no	12.	6.	yes
P5_P6	22938	6.	6.	no	29.	42,	yes
P5_P6	22938	42,	42,	no	6.	28.	yes
P5_P6	22938	28.	28.	no	42,	35.	yes
P5_P6	22938	35.	35.	no	28.		yes
P5_P6	22939	30.	30.	no	as	35.	no
P5_P6	22939	35.	35.	no	30.	23.	no
P5_P6	22939	23.	23.	no	35.	60.	no
P5_P6	22939	60.	60.	no	23.	41.	no
P5_P6	22939	41.	41.	no	60.	22.	no
P5_P6	22939	22.	22.	no	41.	28.	no
P5_P6	22939	28.	28.	no	22.	34.	no
P5_P6	22939	34.	34.	no	28.	28.	no
P5_P6	22939	28.	28.	no	34.	35.	no
P5_P6	22939	35.	35.	no	28.	12.	no
P5_P6	22939	12.	12.	no	35.	18.	no
P5_P6	22939	18.	18.	no	12.	3,	no
P5_P6	22939	3,	3,	no	18.	40.	no
P5_P6	22939	40.	40.	no	3,	33.	no
P5_P6	22939	33.	33.	no	40.	42.	no
P5_P6	22939	42.	42.	no	33.		no
P5_P6	22940	25.	25.	no		40.	no
P5_P6	22940	40.	40.	no	25.	34.	no
P5_P6	22940	34.	34.	no	40.	12.	no
P5_P6	22940	12.	12.	no	34.	37.	no
P5_P6	22940	37.	37.	no	12.	you	no
P5_P6	22942	28.	28.	no	only	41.	no
P5_P6	22942	41.	41.	no	28.	11.	no
P5_P6	22942	11.	11.	no	41.	30.	no
P5_P6	22942	30.	30.	no	11.	3.	no
P5_P6	22942	3.	3.	no	30.	3.	no
P5_P6	22942	3.	3.	no	3.	6.	no
P5_P6	22942	6.	6.	no	3.	18,	no
P5_P6	22942	18,	18,	no	6.		no
P5_P6	22943	3.	3.	no		12.	yes
P5_P6	22943	12.	12.	no	3.	33.	yes
P5_P6	22943	33.	33.	no	12.	19.	yes
P5_P6	22943	19.	19.	no	33.	31.	yes
P5_P6	22943	31.	31.	no	19.	35.	yes
P5_P6	22943	35.	35.	no	31.	40.	yes
P5_P6	22943	40.	40.	no	35.	39.	yes
P5_P6	22943	39.	39.	no	40.	37.	yes
P5_P6	22943	37.	37.	no	39.	25.	yes
P5_P6	22943	25.	25.	no	37.	34.	yes
P5_P6	22943	34.	34.	no	25.	12.	yes
P5_P6	22943	12.	12.	no	34.	41.	yes
P5_P6	22943	41.	41.	no	12.	35.	yes
P5_P6	22943	35.	35.	no	41.	28.	yes
P5_P6	22943	28.	28.	no	35.	35.	yes
P5_P6	22943	35.	35.	no	28.	6.	yes
P5_P6	22943	6.	6.	no	35.	17.	yes
P5_P6	22943	17.	17.	no	6.	30.	yes
P5_P6	22943	30.	30.	no	17.	2.	yes
P5_P6	22943	2.	2.	no	30.	25.	yes
P5_P6	22943	25.	25.	no	2.	25-	yes
P5_P6	22943	40.	40.	no	25-	30-	yes
P5_P6	22944	7.	7.	no		12.	yes
P5_P6	22944	12.	12.	no	7.	5.	yes
P5_P6	22944	5.	5.	no	12.	41.	yes
P5_P6	22944	41.	41.	no	5.	33.	yes
P5_P6	22944	33.	33.	no	41.	3.	yes
P5_P6	22944	3.	3.	no	33.	25.	yes
P5_P6	22944	25.	25.	no	3.	29.	yes
P5_P6	22944	29.	29.	no	25.	22.	yes
P5_P6	22944	22.	22.	no	29.	12.	yes
P5_P6	22944	12.	12.	no	22.	40.	yes
P5_P6	22944	40.	40.	no	12.	26.	yes
P5_P6	22944	26.	26.	no	40.	6.	yes
P5_P6	22944	6.	6.	no	26.	35.	yes
P5_P6	22944	35.	35.	no	6.	35.	yes
P5_P6	22944	35.	35.	no	35.	23.	yes
P5_P6	22944	23.	23.	no	35.	34.	yes
P5_P6	22944	34.	34.	no	23.	36.	yes
P5_P6	22944	36.	36.	no	34.	30.	yes
P5_P6	22944	30.	30.	no	36.	35.	yes
P5_P6	22944	35.	35.	no	30.	33.	yes
P5_P6	22944	33.	33.	no	35.	31.	yes
P5_P6	22944	31.	31.	no	33.	3.	yes
P5_P6	22944	3.	3.	no	31.	19.	yes
P5_P6	22944	19.	19.	no	3.	42.	yes
P5_P6	22944	42.	42.	no	19.		yes
P5_P6	22945	16.	16.	no		28.	yes
P5_P6	22945	28.	28.	no	16.	42.	yes
P5_P6	22945	42.	42.	no	28.	10.	yes
P5_P6	22945	10.	10.	no	42.	7.	yes
P5_P6	22945	7.	7.	no	10.	25.	yes
P5_P6	22945	25.	25.	no	7.	12.	yes
P5_P6	22945	12.	12.	no	25.	87.	yes
P5_P6	22945	87.	87.	no	12.	25.	yes
P5_P6	22945	25.	25.	no	87.	aS.	yes
P5_P6	22945	34.	34.	no	one	39.	yes
P5_P6	22945	39.	39.	no	34.	40.	yes
P5_P6	22945	40.	40.	no	39.	42.	yes
P5_P6	22945	42.	42.	no	40.	'35.	yes
P5_P6	22945	7.	7.	no	'35.	25.	yes
P5_P6	22945	25.	25.	no	7.	5.	yes
P5_P6	22945	5.	5.	no	25.	12.	yes
P5_P6	22945	12.	12.	no	5.	31.	yes
P5_P6	22945	31.	31.	no	12.		yes
P5_P6	22946	21.	21.	no	that	41.	yes
P5_P6	22946	41.	41.	no	21.	12.	yes
P5_P6	22946	12.	12.	no	41.	33.	yes
P5_P6	22946	33.	33.	no	12.	43.	yes
P5_P6	22946	43.	43.	no	33.	25.	yes
P5_P6	22946	25.	25.	no	43.	12.	yes
P5_P6	22946	12.	12.	no	25.	33.	yes
P5_P6	22946	33.	33.	no	12.	23.	yes
P5_P6	22946	23.	23.	no	33.	40.	yes
P5_P6	22946	40.	40.	no	23.	26.	yes
P5_P6	22946	26.	26.	no	40.	28.	yes
P5_P6	22946	28.	28.	no	26.	42.	yes
P5_P6	22946	42.	42.	no	28.	16.	yes
P5_P6	22946	16.	16.	no	42.	6.	yes
P5_P6	22946	6.	6.	no	16.	41.	yes
P5_P6	22946	41.	41.	no	6.	22.	yes
P5_P6	22946	22.	22.	no	41.	2.	yes
P5_P6	22946	2.	2.	no	22.	25.	yes
P5_P6	22946	25.	25.	no	2.	12.	yes
P5_P6	22946	12.	12.	no	25.	19.	yes
P5_P6	22946	19.	19.	no	12.	36.	yes
P5_P6	22946	36.	36.	no	19.		yes
P5_P6	22947	36.	36.	no	thought	35.	no
P5_P6	22947	35.	35.	no	36.	25.	no
P5_P6	22947	25.	25.	no	35.	30.	no
P5_P6	22947	30.	30.	no	25.	3.	no
P5_P6	22947	3.	3.	no	30.	28.	no
P5_P6	22947	28.	28.	no	3.	42.	no
P5_P6	22947	42.	42.	no	28.	10.	no
P5_P6	22947	10.	10.	no	42.	82.	no
P5_P6	22947	82.	82.	no	10.	6y.	no
P5_P6	22949	28.	28.	no			no
P5_P6	22959	36.	36.	no	37-		no
P5_P6	22963	12	12	no	'.		no
P5_P6	22965	2.	2.	no	^		no
P5_P6	22967	12.	12.	no			no
P5_P6	22969	41.	41.	no	,		no
P5_P6	22971	41.	41.	no			no
P5_P6	22975	12.	12.	no			no
P5_P6	22981	6.	6.	no		41.	no
P5_P6	22981	41.	41.	no	6.		no
P5_P6	22983	10.	10.	no		2	no
P5_P6	22983	2	2	no	10.		no
P5_P6	22985	42.	42.	no	t8.		no
P5_P6	22987	40.	40.	no			no
P5_P6	22991	28.	28.	no			no
P5_P6	22993	2.	2.	no		18.	yes
P5_P6	22993	18.	18.	no	2.	12.	yes
P5_P6	22993	12.	12.	no	18.	6.	yes
P5_P6	22993	6.	6.	no	12.		yes
P5_P6	22995	42.	42.	no			no
P5_P6	22997	22.	22.	no			no
P5_P6	22999	25.	25.	no			no
P5_P6	23001	42.	42.	no			no
P5_P6	23003	41.	41.	no			no
P5_P6	23005	40.	40.	no	,	35.	no
P5_P6	23005	35.	35.	no	40.		no
P5_P6	23007	28.	28.	no	,		no
P5_P6	23011	25.	25.	no			no
P5_P6	23013	275	275	no	&c,		no
P5_P6	23015	28.	28.	no		7.	yes
P5_P6	23015	7.	7.	no	28.	30.	yes
P5_P6	23015	30.	30.	no	7.	16.	yes
P5_P6	23015	16.	16.	no	30.	18.	yes
P5_P6	23015	18.	18.	no	16.	12.	yes
P5_P6	23015	12.	12.	no	18.	25.	yes
P5_P6	23015	25.	25.	no	12.	42-	yes
P5_P6	23015	6.	6.	no	42-	41-	yes
P5_P6	23015	67.	67.	no	41-	19.	yes
P5_P6	23015	19.	19.	no	67.	18.	yes
P5_P6	23015	18.	18.	no	19.	40.	yes
P5_P6	23015	40.	40.	no	18.	33.	yes
P5_P6	23015	33.	33.	no	40.	35.	yes
P5_P6	23015	35.	35.	no	33.	35.	yes
P5_P6	23015	35.	35.	no	35.	7.	yes
P5_P6	23015	7.	7.	no	35.	12.	yes
P5_P6	23015	12.	12.	no	7.	36.	yes
P5_P6	23015	36.	36.	no	12.	25.	yes
P5_P6	23015	25.	25.	no	36.	158.	yes
P5_P6	23015	158.	158.	no	25.	81.	yes
P5_P6	23015	81.	81.	no	158.	6.	yes
P5_P6	23015	6.	6.	no	81.	A.	yes
P5_P6	23015	1654;	1654;	no	D.		yes
P5_P6	23016	38.	38.	no	the	33.	yes
P5_P6	23016	33.	33.	no	38.	25.	yes
P5_P6	23016	25.	25.	no	33.	36.	yes
P5_P6	23016	36.	36.	no	25.	55.	yes
P5_P6	23016	55.	55.	no	36.	6.	yes
P5_P6	23016	6.	6.	no	55.	40.	yes
P5_P6	23016	40.	40.	no	6.	42.	yes
P5_P6	23016	42.	42.	no	40.	^6.	yes
P5_P6	23016	23.	23.	no	^6.	12.	yes
P5_P6	23016	12.	12.	no	23.	35.	yes
P5_P6	23016	35.	35.	no	12.	2.	yes
P5_P6	23016	2.	2.	no	35.	30.	yes
P5_P6	23016	30.	30.	no	2.	29.	yes
P5_P6	23016	29.	29.	no	30.	25,43.	yes
P5_P6	23016	25.	25.	no	25,43.	12.	yes
P5_P6	23016	12.	12.	no	25.	<»/VNj	yes
P5_P6	23018	33.	33.	no		19.	yes
P5_P6	23018	19.	19.	no	33.	36.	yes
P5_P6	23018	36.	36.	no	19.	10.	yes
P5_P6	23018	10.	10.	no	36.	3.	yes
P5_P6	23018	3.	3.	no	10.	30.	yes
P5_P6	23018	30.	30.	no	3.	16.	yes
P5_P6	23018	16.	16.	no	30.	to	yes
P5_P6	23018	35.	35.	no	continue	23.	yes
P5_P6	23018	23.	23.	no	35.	19.	yes
P5_P6	23018	19.	19.	no	23.	35.	yes
P5_P6	23018	35.	35.	no	19.	2.	yes
P5_P6	23018	2.	2.	no	35.	6.	yes
P5_P6	23018	6.	6.	no	2.	36.	yes
P5_P6	23018	36.	36.	no	6.	35.	yes
P5_P6	23018	35.	35.	no	36.	19.	yes
P5_P6	23018	19.	19.	no	35.	5.	yes
P5_P6	23018	5.	5.	no	19.	25.	yes
P5_P6	23018	25.	25.	no	5.	in	yes
P5_P6	23018	7.	7.	no	in	28.	yes
P5_P6	23018	28.	28.	no	7.	43.	yes
P5_P6	23018	43.	43.	no	28.		yes
P5_P6	23019	18.	18.	no		31.	yes
P5_P6	23019	31.	31.	no	18.	81.	yes
P5_P6	23019	81.	81.	no	31.	2.	yes
P5_P6	23019	2.	2.	no	81.	25.	yes
P5_P6	23019	25.	25.	no	2.	19.	yes
P5_P6	23019	19.	19.	no	25.	41.	yes
P5_P6	23019	41.	41.	no	19.	12.	yes
P5_P6	23019	12.	12.	no	41.	36.	yes
P5_P6	23019	36.	36.	no	12.	28.	yes
P5_P6	23019	28.	28.	no	36.	gott	yes
P5_P6	23019	30.	30.	no	out	3.	yes
P5_P6	23019	3.	3.	no	30.	3.	yes
P5_P6	23019	3.	3.	no	3.	23.	yes
P5_P6	23019	23.	23.	no	3.	25.	yes
P5_P6	23019	25.	25.	no	23.	12.	yes
P5_P6	23019	12.	12.	no	25.	21.	yes
P5_P6	23019	21.	21.	no	12.	42.	yes
P5_P6	23019	42.	42.	no	21.	12.	yes
P5_P6	23019	12.	12.	no	42.	37.	yes
P5_P6	23019	37.	37.	no	12.	7.	yes
P5_P6	23019	7.	7.	no	37.	25.	yes
P5_P6	23019	25.	25.	no	7.		yes
P5_P6	23020	40.	40.	no	being	41.	no
P5_P6	23020	41.	41.	no	40.	12.	no
P5_P6	23020	12.	12.	no	41.	35-	no
P5_P6	23020	25.	25.	no	i2-	37.	no
P5_P6	23020	37.	37.	no	25.	12.	no
P5_P6	23020	12.	12.	no	37.	employ	no
P5_P6	23020	25.	25.	no	employ	16.	no
P5_P6	23020	16.	16.	no	25.	19.	no
P5_P6	23020	19.	19.	no	16.	18.	no
P5_P6	23020	18.	18.	no	19.		no
P5_P6	23021	40.	40.	no		33.	no
P5_P6	23021	33.	33.	no	40.	35.	no
P5_P6	23021	35.	35.	no	33.	Overton,	no
P5_P6	23026	65.	65.	no	and	10,	no
P5_P6	23026	10,	10,	no	65.	40.	no
P5_P6	23026	40.	40.	no	10,	11.	no
P5_P6	23026	11.	11.	no	40.		no
P5_P6	23028	26.	26.	no		12.	no
P5_P6	23028	12.	12.	no	26.	and	no
P5_P6	23028	30.	30.	no	be	39.	no
P5_P6	23028	39.	39.	no	30.	27.	no
P5_P6	23028	27.	27.	no	39.	28,	no
P5_P6	23028	28,	28,	no	27.	36.	no
P5_P6	23028	36.	36.	no	28,	40.	no
P5_P6	23028	40.	40.	no	36.	42.	no
P5_P6	23028	42.	42.	no	40.	25.	no
P5_P6	23028	25.	25.	no	42.	37.	no
P5_P6	23028	37.	37.	no	25.	36.	no
P5_P6	23028	36.	36.	no	37.	40.	no
P5_P6	23028	40.	40.	no	36.	2.	no
P5_P6	23028	2.	2.	no	40.	33.	no
P5_P6	23028	33.	33.	no	2.	7.	no
P5_P6	23028	7.	7.	no	33.		no
P5_P6	23029	12.	12.	no		sy.	yes
P5_P6	23029	25.	25.	no	sy.	6.	yes
P5_P6	23029	6.	6.	no	25.	41.	yes
P5_P6	23029	41.	41.	no	6.	3.	yes
P5_P6	23029	3.	3.	no	41.	40.	yes
P5_P6	23029	40.	40.	no	3.	42.	yes
P5_P6	23029	42.	42.	no	40.	16.	yes
P5_P6	23029	16.	16.	no	42.	43.	yes
P5_P6	23029	43.	43.	no	16.	41.	yes
P5_P6	23029	41.	41.	no	43.	both	yes
P5_P6	23029	25.	25.	no	to	43.	yes
P5_P6	23029	43.	43.	no	25.	39.	yes
P5_P6	23029	39.	39.	no	43.	3.	yes
P5_P6	23029	3.	3.	no	39.	40.	yes
P5_P6	23029	40.	40.	no	3.	31.	yes
P5_P6	23029	31.	31.	no	40.	36.	yes
P5_P6	23029	36.	36.	no	31.	34.	yes
P5_P6	23029	34.	34.	no	36.		yes
P5_P6	23031	27.	27.	no		23.	yes
P5_P6	23031	23.	23.	no	27.	28.	yes
P5_P6	23031	28.	28.	no	23.	42.	yes
P5_P6	23031	42.	42.	no	28.	36.	yes
P5_P6	23031	36.	36.	no	42.	35.	yes
P5_P6	23031	35.	35.	no	36.	37.	yes
P5_P6	23031	37.	37.	no	35.	34.	yes
P5_P6	23031	34.	34.	no	37.	2.	yes
P5_P6	23031	2.	2.	no	34.	12.	yes
P5_P6	23031	12.	12.	no	2.	41.	yes
P5_P6	23031	41.	41.	no	12.	35.	yes
P5_P6	23031	35.	35.	no	41.	36.	yes
P5_P6	23031	36.	36.	no	35.	as	yes
P5_P6	23031	37,	37,	no	the	19.	yes
P5_P6	23031	19.	19.	no	37,		yes
P5_P6	23033	34.	34.	no		12.	yes
P5_P6	23033	12.	12.	no	34.	3.	yes
P5_P6	23033	3.	3.	no	12.	3.	yes
P5_P6	23033	3.	3.	no	3.	6.	yes
P5_P6	23033	6.	6.	no	3.	41.	yes
P5_P6	23033	41.	41.	no	6.	22.	yes
P5_P6	23033	22.	22.	no	41.	40.	yes
P5_P6	23033	40.	40.	no	22.	33.	yes
P5_P6	23033	33.	33.	no	40.	35.	yes
P5_P6	23033	35.	35.	no	33.	40.	yes
P5_P6	23033	40.	40.	no	35.	II.	yes
P5_P6	23033	II.	11.	no	40.	35.	yes
P5_P6	23033	35.	35.	no	II.	23.	yes
P5_P6	23033	23.	23.	no	35.	28.	yes
P5_P6	23033	28.	28.	no	23.	36.	yes
P5_P6	23033	36.	36.	no	28.	18.	yes
P5_P6	23033	18.	18.	no	36.	34.	yes
P5_P6	23033	34.	34.	no	18.	36.	yes
P5_P6	23033	36.	36.	no	34.	6.	yes
P5_P6	23033	6.	6.	no	36.	42.	yes
P5_P6	23033	42.	42.	no	6.	25.	yes
P5_P6	23033	25.	25.	no	42.	36.	yes
P5_P6	23033	36.	36.	no	25.	30.	yes
P5_P6	23033	30.	30.	no	36.	41.	yes
P5_P6	23033	41.	41.	no	30.		yes
P5_P6	23035	29.	29.	no		the	no
P5_P6	23051	30,	30,	no	March	[1654.	no
P5_P6	23059	43.	43.	no	at	28.	no
P5_P6	23059	28.	28.	no	43.	16,	no
P5_P6	23059	16,	16,	no	28.	29.	no
P5_P6	23059	29.	29.	no	16,	25.	no
P5_P6	23059	25.	25.	no	29.	3.	no
P5_P6	23059	3.	3.	no	25.	18.	no
P5_P6	23059	18.	18.	no	3.	35.	no
P5_P6	23059	35.	35.	no	18.	37.	no
P5_P6	23059	37.	37.	no	35.	22	no
P5_P6	23059	22	22	no	37.	:	no
P5_P6	23059	6.	6.	no	S7'	34-	no
P5_P6	23059	12.	12.	no	35-		no
P7	23232	20,	20,	no	[March	1654.]	no
P7	23235	18.	18.	no	without	12.	no
P7	23235	12.	12.	no	18.	6.	no
P7	23235	6.	6.	no	12.	41.	no
P7	23235	41.	41.	no	6.	10.	no
P7	23235	10.	10.	no	41.	30.	no
P7	23235	30.	30.	no	10.	35.	no
P7	23235	35.	35.	no	30.	3.	no
P7	23236	40.	40.	no		41.	no
P7	23236	41.	41.	no	40.	16.	no
P7	23236	16.	16.	no	41.	40.	no
P7	23236	40.	40.	no	16.	41.	no
P7	23236	41.	41.	no	40.	cardinal	no
P7	23236	43.	43.	no	Mazarin	31.	no
P7	23236	31.	31.	no	43.	■^6.	no
P7	23236	25.	25.	no	■^6.	3.	no
P7	23236	3.	3.	no	25.	11.	no
P7	23236	11.	11.	no	3.	12.	no
P7	23236	12.	12.	no	11.	Thofe	no
P7	23237	38.	38.	no	the	34.	no
P7	23237	34.	34.	no	38.	19.	no
P7	23237	19.	19.	no	34.	36.	no
P7	23237	36.	36.	no	19.	7.	no
P7	23237	7.	7.	no	36.	28.	no
P7	23237	28.	28.	no	7.	41.	no
P7	23237	41.	41.	no	28.	22.	no
P7	23237	22.	22.	no	41.	40.	no
P7	23237	40.	40.	no	22.	26.	no
P7	23237	26.	26.	no	40.	0,^.	no
P7	23237	23.	23.	no	0,^.		no
P7	23238	6.	6.	no		36.	no
P7	23238	36.	36.	no	6.	130.	no
P7	23238	130.	130.	no	36.	being	no
P7	23238	19.	19.	no	not	17.	no
P7	23238	17.	17.	no	19.	35.	no
P7	23238	35.	35.	no	17.	ii.	no
P7	23238	40.	40.	no	ii.	Z9-	no
P7	23238	2.	2.	no	Z9-	25.	no
P7	23238	25.	25.	no	2.	12.	no
P7	23238	12.	12.	no	25.	19.	no
P7	23238	19.	19.	no	12.		no
P7	23239	23.	23.	no	35-	6.	no
P7	23239	6.	6.	no	23.	%().	no
P7	23239	16.	16.	no	%().	28.	no
P7	23239	28.	28.	no	16.	36.	no
P7	23239	36.	36.	no	28.	35.	no
P7	23239	35.	35.	no	36.	30.	no
P7	23239	30.	30.	no	35.	41.	no
P7	23239	41.	41.	no	30.	17.	no
P7	23239	17.	17.	no	41.	12.	no
P7	23239	12.	12.	no	17.	40.	no
P7	23239	40.	40.	no	12.	'i'].	no
P7	23239	43.	43.	no	without	31.	no
P7	23239	31.	31.	no	43.	39.	no
P7	23239	39.	39.	no	31.	25.	no
P7	23239	25.	25.	no	39.	'3>']'	no
P7	23240	40.	40.	no		41.	no
P7	23240	41.	41.	no	40.	19.	no
P7	23240	19.	19.	no	41.	3.	no
P7	23240	3.	3.	no	19.	putting	no
P7	23241	2.	2.	no	give	12.	yes
P7	23241	12.	12.	no	2.	25.	yes
P7	23241	25.	25.	no	12.	3,	yes
P7	23241	3,	3,	no	25.	25.	yes
P7	23241	25.	25.	no	3,	19.	yes
P7	23241	19.	19.	no	25.	34.	yes
P7	23241	34.	34.	no	19.	12.	yes
P7	23241	12.	12.	no	34.	35.	yes
P7	23241	35.	35.	no	12.	40.	yes
P7	23241	40.	40.	no	35.	18.	yes
P7	23241	18.	18.	no	40.	25.	yes
P7	23241	25.	25.	no	18.	12.	yes
P7	23241	12.	12.	no	25.	%s-	yes
P7	23241	12.	12.	no	7-	37.	yes
P7	23241	37.	37.	no	12.	25.	yes
P7	23241	25.	25.	no	37.		yes
P7	23243	4	4	no	in.	B	no
P7	23246	27	27	no			no
P7	23252	1	1	no	D.	6	yes
P7	23252	6	6	no	1	54.	yes
P7	23252	54.	54.	no	6	apprehends	yes
P7	23252	6.	6.	no	apprehends	^,	yes
P7	23252	19.	19.	no	^,	31.	yes
