value	plaintext	grade	source_line
1431	into	H	raw/WE028.txt:1431
1432	join	H	raw/WE028.txt:1432
1433	ion	H	raw/WE028.txt:1433
1434	journ	H	raw/WE028.txt:1434
1435	ir	H	raw/WE028.txt:1435
1436	is	H	raw/WE028.txt:1436
1437	ise	H	raw/WE028.txt:1437
1438	ish	H	raw/WE028.txt:1438
1439	ism	H	raw/WE028.txt:1439
1440	it	H	raw/WE028.txt:1440
1441	italy	H	raw/WE028.txt:1441
1442	ite	H	raw/WE028.txt:1442
1443	iu	H	raw/WE028.txt:1443
1444	july	H	raw/WE028.txt:1444
1445	june	H	raw/WE028.txt:1445
1446	jur	H	raw/WE028.txt:1446
1447	K	H	raw/WE028.txt:1447
1448	ke	H	raw/WE028.txt:1448
1449	ki	H	raw/WE028.txt:1449
1450	king	H	raw/WE028.txt:1450
1451	kn	H	raw/WE028.txt:1451
1452	L	H	raw/WE028.txt:1452
1453	la	H	raw/WE028.txt:1453
1454	lan	H	raw/WE028.txt:1454
1455	lar	H	raw/WE028.txt:1455
1456	large	H	raw/WE028.txt:1456
1457	last	H	raw/WE028.txt:1457
1458	late	H	raw/WE028.txt:1458
1459	lation	H	raw/WE028.txt:1459
1460	law	H	raw/WE028.txt:1460
1461	rest	H	raw/WE028.txt:1461
1462	ret	H	raw/WE028.txt:1462
1463	rev	H	raw/WE028.txt:1463
1464	ri	H	raw/WE028.txt:1464
1465	ria	H	raw/WE028.txt:1465
1466	rian	H	raw/WE028.txt:1466
1467	ric	H	raw/WE028.txt:1467
1468	rich	H	raw/WE028.txt:1468
1469	ride	H	raw/WE028.txt:1469
1470	ried	H	raw/WE028.txt:1470
1471	rig	H	raw/WE028.txt:1471
1472	right	H	raw/WE028.txt:1472
1473	ril	H	raw/WE028.txt:1473
1474	rim	H	raw/WE028.txt:1474
1475	rip	H	raw/WE028.txt:1475
1476	rise	H	raw/WE028.txt:1476
1477	rit	H	raw/WE028.txt:1477
1478	rite	H	raw/WE028.txt:1478
1479	riv	H	raw/WE028.txt:1479
1480	rive	H	raw/WE028.txt:1480
1481	river	H	raw/WE028.txt:1481
1482	rk	H	raw/WE028.txt:1482
1483	rl	H	raw/WE028.txt:1483
1484	rm	H	raw/WE028.txt:1484
1485	rn	H	raw/WE028.txt:1485
1486	ro	H	raw/WE028.txt:1486
1487	roa	H	raw/WE028.txt:1487
1488	rol	H	raw/WE028.txt:1488
1489	rom	H	raw/WE028.txt:1489
1490	rot	H	raw/WE028.txt:1490
1491	rou	H	raw/WE028.txt:1491
1492	rough	H	raw/WE028.txt:1492
1493	roul	H	raw/WE028.txt:1493
1494	rous	H	raw/WE028.txt:1494
1495	row	H	raw/WE028.txt:1495
1496	rp	H	raw/WE028.txt:1496
1497	rs	H	raw/WE028.txt:1497
1498	rt	H	raw/WE028.txt:1498
1499	ru	H	raw/WE028.txt:1499
1500	rud	H	raw/WE028.txt:1500
1501	A	H	raw/WE028.txt:1501
1502	ab	H	raw/WE028.txt:1502
1503	able	H	raw/WE028.txt:1503
1504	above	H	raw/WE028.txt:1504
1505	about	H	raw/WE028.txt:1505
1506	abr	H	raw/WE028.txt:1506
1507	ac	H	raw/WE028.txt:1507
1508	acious	H	raw/WE028.txt:1508
1509	acl	H	raw/WE028.txt:1509
1510	act	H	raw/WE028.txt:1510
1511	action	H	raw/WE028.txt:1511
1512	acy	H	raw/WE028.txt:1512
1513	ad	H	raw/WE028.txt:1513
1514	ade	H	raw/WE028.txt:1514
1515	adv	H	raw/WE028.txt:1515
1516	af	H	raw/WE028.txt:1516
1517	affair	H	raw/WE028.txt:1517
1518	afr	H	raw/WE028.txt:1518
1519	aft	H	raw/WE028.txt:1519
1520	after	H	raw/WE028.txt:1520
1521	ag	H	raw/WE028.txt:1521
1522	again	H	raw/WE028.txt:1522
1523	against	H	raw/WE028.txt:1523
1524	age	H	raw/WE028.txt:1524
1525	agent	H	raw/WE028.txt:1525
1526	agree	H	raw/WE028.txt:1526
1527	ai	H	raw/WE028.txt:1527
1528	aid	H	raw/WE028.txt:1528
1529	ail	H	raw/WE028.txt:1529
1530	aim	H	raw/WE028.txt:1530
1531	ain	H	raw/WE028.txt:1531
1532	air	H	raw/WE028.txt:1532
1533	ait	H	raw/WE028.txt:1533
1534	ak	H	raw/WE028.txt:1534
1535	al	H	raw/WE028.txt:1535
1536	ald	H	raw/WE028.txt:1536
1537	alliance	H	raw/WE028.txt:1537
1538	ally	H	raw/WE028.txt:1538
1539	alm	H	raw/WE028.txt:1539
1540	along	H	raw/WE028.txt:1540
1541	also	H	raw/WE028.txt:1541
1542	although	H	raw/WE028.txt:1542
1543	alty	H	raw/WE028.txt:1543
1544	am	H	raw/WE028.txt:1544
1545	ame	H	raw/WE028.txt:1545
1546	ami	H	raw/WE028.txt:1546
1547	amidst	H	raw/WE028.txt:1547
1548	among	H	raw/WE028.txt:1548
1549	an	H	raw/WE028.txt:1549
1550	ance	H	raw/WE028.txt:1550
1551	O	H	raw/WE028.txt:1551
1552	oa	H	raw/WE028.txt:1552
1553	oach	H	raw/WE028.txt:1553
1554	oad	H	raw/WE028.txt:1554
1555	oal	H	raw/WE028.txt:1555
1556	oam	H	raw/WE028.txt:1556
1557	oan	H	raw/WE028.txt:1557
1558	oar	H	raw/WE028.txt:1558
1559	oard	H	raw/WE028.txt:1559
1560	oat	H	raw/WE028.txt:1560
1561	ob	H	raw/WE028.txt:1561
1562	object	H	raw/WE028.txt:1562
1563	oblige	H	raw/WE028.txt:1563
1564	observe	H	raw/WE028.txt:1564
1565	obstacle	H	raw/WE028.txt:1565
1566	obstruct	H	raw/WE028.txt:1566
1567	obtain	H	raw/WE028.txt:1567
1568	oc	H	raw/WE028.txt:1568
1569	occasion	H	raw/WE028.txt:1569
1570	occur	H	raw/WE028.txt:1570
1571	ock	H	raw/WE028.txt:1571
1572	october	H	raw/WE028.txt:1572
1573	od	H	raw/WE028.txt:1573
1574	ode	H	raw/WE028.txt:1574
1575	oe	H	raw/WE028.txt:1575
1576	of	H	raw/WE028.txt:1576
1577	offer	H	raw/WE028.txt:1577
1578	oft	H	raw/WE028.txt:1578
1579	often	H	raw/WE028.txt:1579
1580	og	H	raw/WE028.txt:1580
1581	ohio	H	raw/WE028.txt:1581
1582	oi	H	raw/WE028.txt:1582
1583	oil	H	raw/WE028.txt:1583
1584	oint	H	raw/WE028.txt:1584
1585	ok	H	raw/WE028.txt:1585
1586	oke	H	raw/WE028.txt:1586
1587	ol	H	raw/WE028.txt:1587
1588	old	H	raw/WE028.txt:1588
1589	ole	H	raw/WE028.txt:1589
1590	om	H	raw/WE028.txt:1590
1591	omit	H	raw/WE028.txt:1591
1592	on	H	raw/WE028.txt:1592
1593	once	H	raw/WE028.txt:1593
1594	one	H	raw/WE028.txt:1594
1595	ong	H	raw/WE028.txt:1595
1596	ongue	H	raw/WE028.txt:1596
1597	only	H	raw/WE028.txt:1597
1598	ony	H	raw/WE028.txt:1598
1599	ood	H	raw/WE028.txt:1599
1600	oon	H	raw/WE028.txt:1600
