letter	line	pos	code	old	new	grade	class	source	context_new
4611	p1_L30	7	127	? U	NULL	M	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	e u r NULL <NULL> p y r ?
4611	p1_L30	20	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	s t r e <NULL> i n
4611	p1_L31	9	129	? U	NULL	C	NULL	names.tsv: empty in 21 of 21 aligned observations, 0 contradicting	r i e ? <NULL> ? d i l
4611	p1_L32	15	134	? U	NULL	C	NULL	names.tsv: empty in 12 of 12 aligned observations, 0 contradicting	o n s ? <NULL> p e u a
4611	p1_L33	6	128	? U	NULL	M	NULL	names.tsv: NULL in 15 of 15 aligned observations (5810/5811/4503 vs Groen)	c e u ? <NULL> r e m e
4611	p1_L33	17	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	i e r ? <NULL> c o s t
4611	p1_L34	5	135	? U	NULL	C	NULL	names.tsv: empty in 4 of 4 aligned observations, 0 contradicting	e i c y <NULL> NULL o n n
4611	p1_L34	6	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	i c y NULL <NULL> o n n o
4611	p1_L35	1	133	? U	NULL	C	NULL	names.tsv: empty in 9 of 9 aligned observations, 0 contradicting	<NULL> u a i c
4611	p1_L35	20	124	? U	NULL	C	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	r e s ? <NULL> ?
4611	p1_L38	8	124	? U	NULL	C	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	a n d e <NULL> NULL ? q u
4611	p1_L38	9	135	? U	NULL	M	NULL	names.tsv: empty in 4 of 4 aligned observations, 0 contradicting	n d e NULL <NULL> ? q u i
4611	p1_L38	19	134	? U	NULL	C	NULL	names.tsv: empty in 12 of 12 aligned observations, 0 contradicting	q u i l <NULL> t
4611	p2_L01	12	129	? U	NULL	C	NULL	names.tsv: empty in 21 of 21 aligned observations, 0 contradicting	o i t ? <NULL> hollande b e a
4611	p2_L01	14	221	? U	hollande	H	word	4496 (WVO PDF p4) contemporary interlinear gloss 'Hollando' over 221, repeated 3x on the same page always over 221, confirmed by two independent blind Sonnet passes (AX-GLOSS, axgloss/gloss_attest.tsv); corroborated unglossed in 4614 p1 'tiré de la Haye en 221' (context: withdrew from The Hague to Holland)	i t ? NULL <hollande> b e a b
4611	p2_L01	24	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	o u p x <NULL>
4611	p2_L02	10	200	? U	herzogvonalba	C	word	Groen IV p.224 prints 'vom Herzog von Alba absondern' at 5797 p6 'von 200.122.132.142 abso-'	r c e s <herzogvonalba> l e c a
4611	p2_L02	24	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	i n e ? <NULL>
4611	p2_L03	9	135	? U	NULL	C	NULL	names.tsv: empty in 4 of 4 aligned observations, 0 contradicting	l f f ? <NULL> u e n m
4611	p2_L03	20	138	? U	NULL	C	NULL	names.tsv: empty in 5 of 5 aligned observations, 0 contradicting	n e n ? <NULL> u n a
4611	p2_L04	6	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	l t r e <NULL> ? NULL r o
4611	p2_L04	8	138	? U	NULL	C	NULL	names.tsv: empty in 5 of 5 aligned observations, 0 contradicting	r e NULL ? <NULL> r o o c
4611	p2_L05	3	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	e ? <NULL> d e m e
4611	p2_L05	11	124	? U	NULL	C	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	e n e s <NULL> u i n g
4611	p2_L06	6	129	? U	NULL	C	NULL	names.tsv: empty in 21 of 21 aligned observations, 0 contradicting	n i e s <NULL> ? ? a ?
4611	p2_L06	16	138	? U	NULL	C	NULL	names.tsv: empty in 5 of 5 aligned observations, 0 contradicting	e u r s <NULL> d e s p
4611	p2_L07	3	130	? U	NULL	C	NULL	names.tsv: empty in 8 of 8 aligned observations, 0 contradicting	n s <NULL> u e r s
4611	p2_L08	18	129	? U	NULL	C	NULL	names.tsv: empty in 21 of 21 aligned observations, 0 contradicting	o n t ? <NULL> ? g u
4611	p2_L10	3	221	? U	hollande	H	word	4496 (WVO PDF p4) contemporary interlinear gloss 'Hollando' over 221, repeated 3x on the same page always over 221, confirmed by two independent blind Sonnet passes (AX-GLOSS, axgloss/gloss_attest.tsv); corroborated unglossed in 4614 p1 'tiré de la Haye en 221' (context: withdrew from The Hague to Holland)	y <hollande> u e r s
4611	p2_L13	12	127	? U	NULL	M	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	n c e ? <NULL> ? q u c
4611	p2_L14	8	127	? U	NULL	M	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	l q u e <NULL> f o n d
4611	p2_L17	14	135	? U	NULL	M	NULL	names.tsv: empty in 4 of 4 aligned observations, 0 contradicting	a i n ? <NULL> a u ? herzogvonalba
4611	p2_L17	18	200	? U	herzogvonalba	C	word	Groen IV p.224 prints 'vom Herzog von Alba absondern' at 5797 p6 'von 200.122.132.142 abso-'	NULL a u ? <herzogvonalba>
4611	p2_L18	18	143	? U	NULL	C	NULL	names.tsv: empty in 7 of 7 aligned observations, 0 contradicting	n d e NULL <NULL>
4611	p2_L20	4	200	? U	herzogvonalba	M	word	Groen IV p.224 prints 'vom Herzog von Alba absondern' at 5797 p6 'von 200.122.132.142 abso-'	i n ? <herzogvonalba> a ? ? NULL
4611	p2_L20	8	137	? U	NULL	M	NULL	names.tsv: empty in 8 of 8 aligned observations, 0 contradicting	herzogvonalba a ? ? <NULL> z ? herzogvonalba e
4611	p2_L20	14	200	? U	herzogvonalba	C	word	Groen IV p.224 prints 'vom Herzog von Alba absondern' at 5797 p6 'von 200.122.132.142 abso-'	? NULL z ? <herzogvonalba> e l
4611	p2_L21	15	128	? U	NULL	M	NULL	names.tsv: NULL in 15 of 15 aligned observations (5810/5811/4503 vs Groen)	m e s ? <NULL> c h o i
4611	p2_L25	11	124	? U	NULL	M	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	s c h e <NULL> a i l l
4611	p2_L26	13	124	? U	NULL	M	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	y u e r <NULL> ? z p i
4611	p2_L30	3	130	? U	NULL	M	NULL	names.tsv: empty in 8 of 8 aligned observations, 0 contradicting	a u <NULL> f a i c
4611	p2_L30	24	134	? U	NULL	M	NULL	names.tsv: empty in 12 of 12 aligned observations, 0 contradicting	m e n t <NULL>
4611	p2_L31	11	129	? U	NULL	M	NULL	names.tsv: empty in 21 of 21 aligned observations, 0 contradicting	i o n s <NULL> NULL
4611	p2_L31	12	137	? U	NULL	M	NULL	names.tsv: empty in 8 of 8 aligned observations, 0 contradicting	o n s NULL <NULL>
4611	p3_L01	11	124	? U	NULL	C	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	u i r e <NULL> NULL l e s
4611	p3_L01	12	138	? U	NULL	C	NULL	names.tsv: empty in 5 of 5 aligned observations, 0 contradicting	i r e NULL <NULL> l e s o
4616	p1_L06	20	131	? U	NULL	C	NULL	names.tsv: empty in 22 of 22 aligned observations, 0 contradicting	o o u u <NULL> ?
5797	p5_spot5	2	131	? U	NULL	C	NULL	names.tsv: empty in 22 of 22 aligned observations, 0 contradicting	<NULL> l ?
5797	p5_spot3	2	154	? U	herzogvonsachsen	C	word	Groen IV pp.223-224 prints 'Bey dem Herzog von Sachsen und' at 5797 p5 'Bey 154.124.144.134 und'	<herzogvonsachsen> NULL NULL NULL landgraf
5797	p5_spot3	3	124	? U	NULL	C	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	herzogvonsachsen <NULL> NULL NULL landgraf NULL
5797	p5_spot3	4	144	? U	NULL	C	NULL	names.tsv: empty in 4 of 4 aligned observations, 0 contradicting	herzogvonsachsen NULL <NULL> NULL landgraf NULL uingt
5797	p5_spot3	5	134	? U	NULL	C	NULL	names.tsv: empty in 12 of 12 aligned observations, 0 contradicting	herzogvonsachsen NULL NULL <NULL> landgraf NULL uingt ?
5797	p5_spot3	7	161	? U	landgraf	H	word	5550 leaf 2 contemporary interlinear gloss 'Lantgrave' over 161 (run p2-11, bey 153.161 und)	herzogvonsachsen NULL NULL NULL <landgraf> NULL uingt ?
5797	p5_spot3	8	126	? U	NULL	C	NULL	names.tsv: empty in 8 of 8 aligned observations, 0 contradicting	NULL NULL NULL landgraf <NULL> uingt ?
5797	p6_control_abso	4	200	? U	herzogvonalba	M	word	Groen IV p.224 prints 'vom Herzog von Alba absondern' at 5797 p6 'von 200.122.132.142 abso-'	<herzogvonalba> NULL NULL ? a
5797	p7_spot2	1	153	? U	pfaltzgraf	H	word	5550 leaf 2 contemporary interlinear gloss 'Palsgrave' over 153 (x2, runs p2-5, p2-11)	<pfaltzgraf> ? NULL
5797	p7_spot2	3	137	? U	NULL	C	NULL	names.tsv: empty in 8 of 8 aligned observations, 0 contradicting	pfaltzgraf ? <NULL>
5797	p7_spot6	2	128	? U	NULL	M	NULL	names.tsv: NULL in 15 of 15 aligned observations (5810/5811/4503 vs Groen)	? <NULL> NULL ? m i
5797	p7_spot6	3	133	? U	NULL	C	NULL	names.tsv: empty in 9 of 9 aligned observations, 0 contradicting	? NULL <NULL> ? m i t
5797	p8_spot7	2	127	? U	NULL	C	NULL	names.tsv: empty in 31 of 31 aligned observations, 0 contradicting	? <NULL> NULL NULL NULL
5797	p8_spot7	3	135	? U	NULL	C	NULL	names.tsv: empty in 4 of 4 aligned observations, 0 contradicting	? NULL <NULL> NULL NULL
5797	p8_spot7	4	144	? U	NULL	C	NULL	names.tsv: empty in 4 of 4 aligned observations, 0 contradicting	? NULL NULL <NULL> NULL
5797	p8_spot7	5	129	? U	NULL	C	NULL	names.tsv: empty in 21 of 21 aligned observations, 0 contradicting	? NULL NULL NULL <NULL>
5797	p3_spot1_open	5	130	? U	NULL	M	NULL	names.tsv: empty in 8 of 8 aligned observations, 0 contradicting	NULL <NULL> ? s e c
5797	p3_spot1_open	14	124	? U	NULL	M	NULL	names.tsv: empty in 18 of 18 aligned observations, 0 contradicting	o u r s <NULL> ? NULL e n
5797	p3_spot1_open	17	138	? U	NULL	M	NULL	names.tsv: empty in 5 of 5 aligned observations, 0 contradicting	r s NULL ? <NULL> e n t r
