folio_line	pos_start	pos_end	status	source
f123v-39	13	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f123v-40	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f123v-41	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-1	1	15	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-1	16	27	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-1	28	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-2	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-3	1	12	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-3	13	18	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-3	19	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-4	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-5	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-6	1	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-7	1	30	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-8	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-9	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-10	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-11	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-12	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-13	1	11	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-13	12	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-14	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-15	1	26	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-16	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-17	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-18	1	27	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-19	1	29	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-20	1	22	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-20	23	30	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-20	31	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-21	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-22	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-23	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-24	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-25	1	15	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-25	16	26	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-25	27	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-26	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-27	1	25	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-27	26	39	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-27	40	41	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-28	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-29	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-30	1	40	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-31	1	13	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-31	14	23	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-31	24	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-32	1	40	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-33	1	42	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-34	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-35	1	9	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-35	10	21	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124r-35	22	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-1	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-2	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-3	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-4	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-5	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-6	1	14	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-6	15	26	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-6	27	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-7	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-8	1	14	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-8	15	23	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-8	24	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-9	1	17	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-9	18	27	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-9	28	39	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-10	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-11	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-12	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-13	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-14	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-15	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-16	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-17	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-18	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-19	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-20	1	16	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-20	17	30	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-20	31	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-21	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f124v-22	1	29	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-1	1	3	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-1	4	13	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-1	14	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-2	1	8	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-2	9	13	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-2	14	14	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-2	15	18	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-2	19	24	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-2	25	33	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-3	1	18	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-3	19	27	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-3	28	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-4	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-5	1	9	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-5	10	22	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-5	23	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-6	1	15	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-6	16	23	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-6	24	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-7	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-8	1	9	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-8	10	20	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-8	21	21	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-8	22	35	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-9	1	7	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-9	8	18	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-9	19	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-10	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-11	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-12	1	7	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-12	8	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-13	1	14	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-13	15	26	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-13	27	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-14	1	12	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-14	13	22	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-14	23	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-15	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-16	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-17	1	7	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-17	8	14	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-17	15	21	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-17	22	27	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-17	28	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-18	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-19	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-20	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143r-21	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-1	1	11	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
