crop_file	line_no	token_no	token	note
f28r_L14_s1.jpg	1	25	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	1	26	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	1	27	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	1	28	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	1	29	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	1	30	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	1	31	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	1	32	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	1	[Rk]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	2	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	3	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	4	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	5	[R?]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	6	[del]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	7	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	8	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	9	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	10	[psi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	11	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	12	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	13	[the]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	14	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	15	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	16	[Rk]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	17	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	18	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	19	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	20	[psi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	21	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	22	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	23	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	24	[psi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	25	[x]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	26	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	27	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	28	[psi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	29	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	30	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	31	[T]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	32	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L14_s1.jpg	2	33	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	1	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	2	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	3	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	4	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	5	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	6	[box]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	7	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	8	[A]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	9	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	10	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	11	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	12	[psi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	13	[omg]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	14	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	15	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	16	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	17	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	18	[the]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	19	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	20	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	21	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	22	[x]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	23	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	24	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	25	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	26	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	27	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	28	[m]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	29	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	30	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	1	31	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	1	[K2]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	2	[omg]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	3	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	4	[box]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	5	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	6	[x]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	7	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	8	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	9	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	10	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	11	[eps]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	12	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	13	[s]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	14	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	15	[box]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	16	[x]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	17	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	18	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	19	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	20	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	21	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	22	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	23	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	24	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	25	[C6]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	26	[omg]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	27	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	28	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	29	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	30	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	31	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	32	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	33	[A]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	34	[y]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	35	[m]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	36	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	37	[T]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	38	[?]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L15_s1.jpg	2	39	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	1	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	2	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	3	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	4	[x]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	5	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	6	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	7	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	8	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	9	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	10	[m]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	11	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	12	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	13	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	14	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	15	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	1	16	(.)	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	1	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	2	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	3	[C6]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	4	[omg]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	5	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	6	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	7	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	8	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	9	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	10	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	11	[A]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	12	[y]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	13	[m]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	14	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	15	[T]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	16	[A]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	17	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	18	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	19	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	20	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	21	[x]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	22	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	23	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	24	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	25	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	26	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	27	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	28	[s]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	29	[A]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	30	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	31	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	32	[psi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	33	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	34	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	35	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	36	[psi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	37	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L16_s1.jpg	2	38	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	1	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	2	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	3	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	4	[ov]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	5	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	6	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	7	[box]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	8	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	9	[s]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	10	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	11	[A]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	12	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	13	[T]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	14	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	15	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	16	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	17	[Uheart]m	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	18	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	19	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	20	[n]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	21	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	22	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	23	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	24	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	25	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	26	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	1	27	[box(-)]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	1	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	2	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	3	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	4	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	5	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	6	[Rk]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	7	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	8	[omg]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	9	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	10	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	11	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	12	[s]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	13	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	14	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	15	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	16	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	17	[star]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	18	[box]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	19	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	20	[omg]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	21	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	22	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	23	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	24	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	25	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	26	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	27	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	28	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	29	[s]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	30	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	31	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	32	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L17_s1.jpg	2	33	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	1	[s]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	2	[m]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	3	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	4	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	5	[n]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	6	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	7	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	8	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	9	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	10	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	11	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	12	[box(-)]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	13	[dag]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	14	[Rk]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	15	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	16	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	17	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	18	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	19	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	20	[Rk]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	21	[del]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	22	[I]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	23	[lam]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	24	[o]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	25	[box3(ooo)]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	26	[z]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	27	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	28	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	29	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	30	[n]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	31	[v]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	32	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	1	33	[f]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	2	1	[rho]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
f28r_L18_s1.jpg	2	2	[phi]	merged reading of the 2-line band; content attributed to the _s1 file, see footer note on method
